id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
P-XnPhzdGbgbMYIcS0cpTA,the-brewery-bar-and-kitchen-woodside-2,The Brewery Bar & Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/cZEIissEdJmp1L8ZOQiBrg/o.jpg,False,https://www.yelp.com/biz/the-brewery-bar-and-kitchen-woodside-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,131,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'irish', 'title': 'Irish'}]",4.5,"{'latitude': 40.760256, 'longitude': -73.907328}","['delivery', 'pickup']",$$,"{'address1': '49-18 30th Ave', 'address2': '', 'address3': '', 'city': 'Woodside', 'zip_code': '11377', 'country': 'US', 'state': 'NY', 'display_address': ['49-18 30th Ave', 'Woodside, NY 11377']}",+17187778007,(718) 777-8007,1453.2011396950788
1ExwosnCMtb7D3SF5ovo6w,the-pomeroy-astoria,The Pomeroy,https://s3-media4.fl.yelpcdn.com/bphoto/0gjGhTrKNXXH117HJb6htA/o.jpg,False,https://www.yelp.com/biz/the-pomeroy-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,300,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.7739, 'longitude': -73.908}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '36-12 Ditmars Blvd', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['36-12 Ditmars Blvd', 'Astoria, NY 11105']}",+17187211579,(718) 721-1579,1432.9852811139065
-0fjWWC2SY6kNxGfD8PKGg,palermo-restaurant-and-bar-astoria-2,Palermo Restaurant & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/d8QfyO6NLOkICiTlGToYgw/o.jpg,False,https://www.yelp.com/biz/palermo-restaurant-and-bar-astoria-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,279,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.7769088448014, 'longitude': -73.9212289547099}","['delivery', 'pickup']",$$,"{'address1': '2392 21st St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['2392 21st St', 'Astoria, NY 11105']}",+17182670010,(718) 267-0010,1117.1506009246623
kzd10IXi3dTjoPw0TDj8tA,osteria-nando-new-york,Osteria Nando,https://s3-media2.fl.yelpcdn.com/bphoto/n6p55-hYQvaRXZsTFjq7tQ/o.jpg,False,https://www.yelp.com/biz/osteria-nando-new-york?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,129,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.775692, 'longitude': -73.95369}","['delivery', 'pickup']",$$,"{'address1': '1589 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1589 2nd Ave', 'New York, NY 10028']}",+12127314355,(212) 731-4355,2822.4552106693213
UF9F0A4e7AJHzNPG5zrHUQ,the-beast-next-door-long-island-city-2,The Beast Next Door,https://s3-media4.fl.yelpcdn.com/bphoto/yWORhJMU72LW5-zM8ynQGA/o.jpg,False,https://www.yelp.com/biz/the-beast-next-door-long-island-city-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,227,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.74881, 'longitude': -73.94073}","['delivery', 'pickup']",$$,"{'address1': '42-51 27th St', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['42-51 27th St', 'Long Island City, NY 11101']}",+17182551612,(718) 255-1612,2542.898887972674
LBiuVnEqHa-tsmKzMZPfiQ,villa-restaurant-and-lounge-astoria,Villa Restaurant & Lounge,https://s3-media4.fl.yelpcdn.com/bphoto/A6pN2cIKkpA1BIujViTm4A/o.jpg,False,https://www.yelp.com/biz/villa-restaurant-and-lounge-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,90,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,"{'latitude': 40.76684, 'longitude': -73.91222}","['delivery', 'pickup']",$$,"{'address1': '25-39 Steinway St', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['25-39 Steinway St', 'Astoria, NY 11103']}",+13476019283,(347) 601-9283,839.853915433318
B9aM47OiOJtoBKOGY3aMQw,hutch-astoria-astoria,Hutch Astoria,https://s3-media4.fl.yelpcdn.com/bphoto/Yj4ISViyWL7wf6DChp92rQ/o.jpg,False,https://www.yelp.com/biz/hutch-astoria-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,15,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 40.7628482, 'longitude': -73.9198806881905}","['delivery', 'pickup']",,"{'address1': '35-07 31st Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['35-07 31st Ave', 'Astoria, NY 11106']}",,,489.75864313431543
pL7MK_PsDtrKdBm1xLPzkg,off-the-hook-raw-bar-and-grill-astoria,Off The Hook Raw Bar & Grill,https://s3-media4.fl.yelpcdn.com/bphoto/OFpD_jThTy1BGE1qX0rzfg/o.jpg,False,https://www.yelp.com/biz/off-the-hook-raw-bar-and-grill-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,479,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.767167, 'longitude': -73.918014}","['delivery', 'pickup']",$$,"{'address1': '28-08 34th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['28-08 34th St', 'Astoria, NY 11103']}",+17187212112,(718) 721-2112,353.499073681394
ElAv3e3Iw8OnicWwnOzm-A,acapulco-sports-bar-and-restaurant-astoria,Acapulco Sports Bar And Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/n99qwJuvyXS-835GQHi4ow/o.jpg,False,https://www.yelp.com/biz/acapulco-sports-bar-and-restaurant-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",2.0,"{'latitude': 40.7597847, 'longitude': -73.9141189}","['delivery', 'pickup']",,"{'address1': '43-20 31st Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['43-20 31st Ave', 'Astoria, NY 11103']}",+17184339339,(718) 433-9339,1043.2157357161193
2_zM-VTPBINeV74yqlho9w,ooi-sushi-and-bar-long-island-city,Ooi Sushi and Bar,https://s3-media2.fl.yelpcdn.com/bphoto/rK6TaDHps2JAm1UuNhLklg/o.jpg,False,https://www.yelp.com/biz/ooi-sushi-and-bar-long-island-city?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,186,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.749814, 'longitude': -73.941476}","['delivery', 'pickup']",$$,"{'address1': '42-36 Crescent St', 'address2': None, 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['42-36 Crescent St', 'Long Island City, NY 11101']}",+17184331888,(718) 433-1888,2498.389293708931
Hh9glEE_xDYT_pPUsRPXlA,blend-on-the-water-long-island-city,Blend on the Water,https://s3-media2.fl.yelpcdn.com/bphoto/n6GL7aQJ22iL-OtKUlzNwA/o.jpg,False,https://www.yelp.com/biz/blend-on-the-water-long-island-city?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,3618,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 40.748216, 'longitude': -73.956973}","['delivery', 'pickup']",$$,"{'address1': '45-40 Center Blvd', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11109', 'country': 'US', 'state': 'NY', 'display_address': ['45-40 Center Blvd', 'Long Island City, NY 11109']}",+17186069851,(718) 606-9851,3590.4727053405686
ydWmJqho-8-8Nj1MVYliBg,3308-eats-n-drinks-astoria,3308 Eats N Drinks,https://s3-media2.fl.yelpcdn.com/bphoto/7Lg52NcIrAskkbw70Mrp6Q/o.jpg,False,https://www.yelp.com/biz/3308-eats-n-drinks-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,66,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,"{'latitude': 40.7609456035276, 'longitude': -73.9236049354076}","['delivery', 'pickup']",$$,"{'address1': '33-08 Broadway', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['33-08 Broadway', 'Astoria, NY 11106']}",+19173961619,(917) 396-1619,671.424474052773
EHUNrnIgnhwTnpOm3gEESg,tacuba-astoria,Tacuba,https://s3-media2.fl.yelpcdn.com/bphoto/xrzWf3mh0RFiWPis5jIxWQ/o.jpg,False,https://www.yelp.com/biz/tacuba-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,718,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.75609, 'longitude': -73.924441}","['delivery', 'pickup']",$$,"{'address1': '35-01 36th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['35-01 36th St', 'Astoria, NY 11106']}",+17187862727,(718) 786-2727,1215.568415710995
Swjm9no7DRqhThLlf0EHng,sama-street-brooklyn-2,Sama Street,https://s3-media2.fl.yelpcdn.com/bphoto/bpOzNC_sDqI3x7xRPAp0LQ/o.jpg,False,https://www.yelp.com/biz/sama-street-brooklyn-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,155,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'panasian', 'title': 'Pan Asian'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': 40.7328843, 'longitude': -73.9545232327229}","['delivery', 'pickup']",$$,"{'address1': '988 Manhattan Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['988 Manhattan Ave', 'Brooklyn, NY 11222']}",+19292763140,(929) 276-3140,4659.692413941649
QCRpLBLWl2IN3htaJeu2Xw,vista-sky-lounge-long-island-city,Vista Sky Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/ilVECiPJTM7fIaeJGIvH4w/o.jpg,False,https://www.yelp.com/biz/vista-sky-lounge-long-island-city?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,152,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,"{'latitude': 40.7541658655024, 'longitude': -73.9355726897271}","['delivery', 'pickup']",,"{'address1': '27-05 39th Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['27-05 39th Ave', 'Long Island City, NY 11101']}",+13475363606,(347) 536-3606,1796.127962789488
gj6zDB5krFzL90qdmpYVTQ,ziggle-tofu-and-grill-long-island-city,Ziggle Tofu & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/Xz4Rooz8MsmjES_-CHVWRQ/o.jpg,False,https://www.yelp.com/biz/ziggle-tofu-and-grill-long-island-city?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,48,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.5,"{'latitude': 40.74376729999999, 'longitude': -73.927711}","['delivery', 'pickup']",$$,"{'address1': '37-4 Queens Blvd', 'address2': '', 'address3': None, 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['37-4 Queens Blvd', 'Long Island City, NY 11101']}",+17188854429,(718) 885-4429,2612.62322875347
OAqsZMbjv66nOMqlimnYuQ,uva-new-york,Uva,https://s3-media2.fl.yelpcdn.com/bphoto/Dv_IaSo7QTUrRRtclijk2w/o.jpg,False,https://www.yelp.com/biz/uva-new-york?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,2591,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 40.7722, 'longitude': -73.95566}","['restaurant_reservation', 'delivery', 'pickup']",$$$,"{'address1': '1486 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10075', 'country': 'US', 'state': 'NY', 'display_address': ['1486 2nd Ave', 'New York, NY 10075']}",+12124724552,(212) 472-4552,2875.3197994408215
X-fUyfwKJKXRoImLvs_omg,pig-beach-bbq-queens-astoria,Pig Beach BBQ - Queens,https://s3-media4.fl.yelpcdn.com/bphoto/Cwy6CXHoymwgxjc2-sN7xw/o.jpg,False,https://www.yelp.com/biz/pig-beach-bbq-queens-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,54,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'catering', 'title': 'Caterers'}]",4.0,"{'latitude': 40.75501, 'longitude': -73.92497}","['delivery', 'pickup']",$$,"{'address1': '35-37 36th St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['35-37 36th St', 'Astoria, NY 11106']}",,,1375.544280565443
MyQV4i518ZO4CLudtR8gLA,the-bar-room-new-york,The Bar Room,https://s3-media3.fl.yelpcdn.com/bphoto/TqBW-dWPXfECilnwP6keqA/o.jpg,False,https://www.yelp.com/biz/the-bar-room-new-york?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,578,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.763409, 'longitude': -73.968449}","['delivery', 'pickup']",$$,"{'address1': '117 E 60th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['117 E 60th St', 'New York, NY 10022']}",+12125615523,(212) 561-5523,3914.556969176327
WEhkGLKlj-5X1pq_07Syaw,vesta-astoria,Vesta,https://s3-media1.fl.yelpcdn.com/bphoto/0C1PNkrdE-ShQLifE9Uw-g/o.jpg,False,https://www.yelp.com/biz/vesta-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,730,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 40.76961, 'longitude': -73.92776}","['delivery', 'pickup']",$$,"{'address1': '21-02 30th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['21-02 30th Ave', 'Astoria, NY 11102']}",+17185455550,(718) 545-5550,561.1281605082306
5PIEHs-0Jv-tS8bjDrypew,taco-tumba-astoria,Taco Tumba,https://s3-media4.fl.yelpcdn.com/bphoto/0j9zY4oaKCJ2eBenbu3bFA/o.jpg,False,https://www.yelp.com/biz/taco-tumba-astoria?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,78,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.76372534484979, 'longitude': -73.9154483}","['delivery', 'pickup']",,"{'address1': '30-10 Steinway St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['30-10 Steinway St', 'Astoria, NY 11103']}",+19292080755,(929) 208-0755,668.2933875872507
X8EmtgsqlB9QHJ7HH-FiIw,park-social-san-diego-2,Park Social,https://s3-media2.fl.yelpcdn.com/bphoto/MXdLy5GMO2qDYnYQAMUdyw/o.jpg,False,https://www.yelp.com/biz/park-social-san-diego-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,170,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 32.827702962048726, 'longitude': -117.14007543626933}","['delivery', 'pickup']",$$,"{'address1': '8720 Ariva Ct', 'address2': 'Ste 10', 'address3': None, 'city': 'San Diego', 'zip_code': '92123', 'country': 'US', 'state': 'CA', 'display_address': ['8720 Ariva Ct', 'Ste 10', 'San Diego, CA 92123']}",+18587374310,(858) 737-4310,4331.622396932329
3Rs0SiK4KyzudB0B698b1A,the-jolly-joker-tavern-san-diego,The Jolly Joker Tavern,https://s3-media1.fl.yelpcdn.com/bphoto/9rHLHkPOa81GD7vH0BEVHQ/o.jpg,False,https://www.yelp.com/biz/the-jolly-joker-tavern-san-diego?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,38,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"{'latitude': 32.82934, 'longitude': -117.1412}",[],$$,"{'address1': '5225 Kearny Villa Rd', 'address2': None, 'address3': '', 'city': 'San Diego', 'zip_code': '92123', 'country': 'US', 'state': 'CA', 'display_address': ['5225 Kearny Villa Rd', 'San Diego, CA 92123']}",+18586944201,(858) 694-4201,4491.187893732275
lePcuWe7_C7pa48xgYsMIg,brewskis-bar-and-arcade-san-diego-2,Brewski's Bar & Arcade,https://s3-media3.fl.yelpcdn.com/bphoto/h-M15EwmK8bQVe1ItFq8Tw/o.jpg,False,https://www.yelp.com/biz/brewskis-bar-and-arcade-san-diego-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,421,"[{'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",4.0,"{'latitude': 32.8943055666094, 'longitude': -117.137415063229}","['delivery', 'pickup']",$$,"{'address1': '8670 Miramar Rd', 'address2': '', 'address3': '', 'city': 'San Diego', 'zip_code': '92126', 'country': 'US', 'state': 'CA', 'display_address': ['8670 Miramar Rd', 'San Diego, CA 92126']}",+18585860540,(858) 586-0540,11639.555335793582
LljxHSN7eQ5A00-0AbBReA,juan-tequila-bar-and-restaurant-san-diego,Juan Tequila Bar & Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/3asO5ku5xg3b77Po-sNYEw/o.jpg,False,https://www.yelp.com/biz/juan-tequila-bar-and-restaurant-san-diego?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,275,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 32.71092, 'longitude': -117.16077}","['restaurant_reservation', 'delivery', 'pickup']",$$,"{'address1': '535 4th Ave', 'address2': None, 'address3': '', 'city': 'San Diego', 'zip_code': '92101', 'country': 'US', 'state': 'CA', 'display_address': ['535 4th Ave', 'San Diego, CA 92101']}",+16194589455,(619) 458-9455,8880.322808150728
_8y1B0HMhc3m9aLiVpp80w,crushed-san-diego-2,Crushed,https://s3-media1.fl.yelpcdn.com/bphoto/BGKiWS9Hq2UFvRiyNlXJJg/o.jpg,False,https://www.yelp.com/biz/crushed-san-diego-2?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,2664,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 32.7970314, 'longitude': -117.2521133}","['delivery', 'pickup']",$$,"{'address1': '967 Garnet Ave', 'address2': '', 'address3': '', 'city': 'San Diego', 'zip_code': '92109', 'country': 'US', 'state': 'CA', 'display_address': ['967 Garnet Ave', 'San Diego, CA 92109']}",+18582306567,(858) 230-6567,9193.956867121373
IuX5vCDzmHzjbNi3wRD5Nw,werewolf-san-diego,Werewolf,https://s3-media2.fl.yelpcdn.com/bphoto/8DEQmOj6EVDhBd_GQGSixg/o.jpg,False,https://www.yelp.com/biz/werewolf-san-diego?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,4389,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,"{'latitude': 32.7119428, 'longitude': -117.1607806}",['delivery'],$$,"{'address1': '627 Fourth Ave', 'address2': None, 'address3': '', 'city': 'San Diego', 'zip_code': '92101', 'country': 'US', 'state': 'CA', 'display_address': ['627 Fourth Ave', 'San Diego, CA 92101']}",+16192340094,(619) 234-0094,8765.274208882713
c8Y6PrHgxx7eRsR2M4w5RA,the-hideout-bar-and-grill-san-diego,The Hideout Bar & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/9jTCK0Vp1qQ43RU7Fy_m1Q/o.jpg,False,https://www.yelp.com/biz/the-hideout-bar-and-grill-san-diego?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,32,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 32.7957257, 'longitude': -117.2509945}",[],,"{'address1': '1014 Grand Ave', 'address2': '', 'address3': None, 'city': 'San Diego', 'zip_code': '92109', 'country': 'US', 'state': 'CA', 'display_address': ['1014 Grand Ave', 'San Diego, CA 92109']}",,,9079.57135728533
gh1r0PvTWoTpjcj2JW4c8w,common-theory-san-diego-3,Common Theory,https://s3-media4.fl.yelpcdn.com/bphoto/u5S738CUnRNEYNYto12njg/o.jpg,False,https://www.yelp.com/biz/common-theory-san-diego-3?adjust_creative=A57LwVZ5W7txZHbVlG9Tnw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=A57LwVZ5W7txZHbVlG9Tnw,1362,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"{'latitude': 32.8293223613103, 'longitude': -117.152758134918}",['delivery'],$$,"{'address1': '4805 Convoy St', 'address2': '', 'address3': '', 'city': 'San Diego', 'zip_code': '92111', 'country': 'US', 'state': 'CA', 'display_address': ['4805 Convoy St', 'San Diego, CA 92111']}",+16197806689,(619) 780-6689,4310.907679952882
